Entropy,Success
8.048299,0
7.9155817,0
7.1434317,0
6.1136537,0
6.01264,0
6.273494,0
5.504419,0
5.8473253,0
6.492083,0
5.724546,0
6.000861,0
6.799872,0
6.1685877,1
6.042392,1
5.514286,1
5.379536,1
5.3550653,1
5.3519144,1
4.8091583,1
4.7748256,1
5.6862283,1
5.4432383,1
5.4936223,1
5.8204484,1
5.589649,1
5.286981,1
5.271759,1
5.1544013,1
5.001243,1
5.7686734,1
5.18505,1
5.2878356,1
5.0063677,1
4.817466,1
4.1899886,1
8.610257,0
7.50834,0
7.0195174,0
6.621846,0
7.030069,0
7.2433715,0
8.181434,0
7.337335,0
7.769255,0
7.3502097,0
7.5382433,0
6.8909903,0
7.237236,0
6.277701,0
5.988675,0
4.8309374,0
4.5667896,0
4.5870876,0
4.5151987,0
4.5027924,0
4.2923665,0
4.3149805,0
4.1276255,0
4.6147804,0
5.2526956,0
5.5648947,0
5.7287993,0
5.74067,0
5.6353292,0
6.4717684,0
6.8633776,0
7.506607,0
8.60956,0
9.41326,0
8.814837,0
9.651439,0
10.117089,0
7.4719214,0
7.7814035,0
6.3825116,0
5.603347,0
6.3603125,0
6.50028,0
6.38161,0
6.627673,0
7.690715,0
7.963089,0
8.813405,0
9.0675535,0
10.196919,0
10.174836,0
10.24724,0
9.2303095,0
9.799634,0
9.677309,0
9.078422,0
8.302774,0
8.219433,0
6.9174395,0
5.6608367,0
5.6053486,0
5.0058236,0
4.7849035,0
5.293569,0
5.9726973,0
5.324756,0
6.293561,0
6.546621,0
6.624757,0
6.817628,0
7.200072,0
6.125083,0
6.257174,0
5.684598,0
6.1839027,0
6.210692,0
5.9006214,0
6.199295,0
6.60332,0
6.423312,0
7.021454,0
8.059578,0
8.305864,0
8.513478,0
9.182756,0
8.900738,0
8.280063,0
8.087324,0
7.602904,0
7.5061464,0
7.0818458,0
7.611294,0
7.3511496,0
7.002031,0
5.864951,0
6.1495647,0
4.9676657,0
5.248774,0
5.2815714,0
5.6591635,0
5.295064,0
5.5559883,0
5.1706553,0
5.0440874,0
5.091937,0
4.695413,0
4.7775283,0
4.801919,0
4.7642355,0
4.5496645,0
4.971066,0
7.468049,0
7.6154046,0
8.35734,0
7.635572,0
7.816584,0
8.355435,0
8.40598,0
8.711077,0
8.465151,0
8.438793,0
7.8410325,0
8.151438,0
7.248288,0
6.8279305,0
6.981126,0
7.3419867,0
7.054085,0
6.745578,0
7.330537,0
7.562677,0
6.7724175,0
6.2731476,0
6.480712,0
6.0828276,0
5.423683,0
6.4498787,0
6.518584,0
6.3889832,0
6.7407274,0
6.50001,0
5.8048534,0
5.587925,0
5.9836607,0
5.8478274,0
5.6143084,0
5.9673977,0
6.7909865,0
5.8692403,0
6.1543846,0
7.11463,0
7.7382402,0
8.476032,0
9.704756,0
9.993283,0
10.216929,0
9.688023,0
8.63845,0
6.8681192,0
6.181379,0
5.708218,0
5.132253,0
5.3325424,0
4.744981,0
4.8703213,0
4.7299876,0
5.076786,0
5.678422,0
6.616915,0
6.9036384,0
7.5261736,0
7.464156,0
7.4655747,0
8.127076,0
7.8201685,0
6.9964623,0
6.411554,0
5.8255014,0
5.6867857,0
6.135232,0
5.6594725,0
5.908439,0
5.80477,0
4.951289,0
4.3057656,0
3.0771804,0
3.0987847,0
4.120802,0
5.143309,0
6.506373,0
7.261551,0
7.0296082,0
6.6725187,0
6.523268,0
5.605729,0
5.97664,0
6.434439,0
7.0299706,0
7.036223,0
8.567472,0
7.8036985,0
8.053152,0
8.061414,0
8.000566,0
7.1744003,0
7.505384,0
7.583993,0
7.67587,0
7.9188967,0
7.509593,0
7.3560395,0
7.31825,0
6.7468367,0
7.4703074,0
8.229883,0
8.105592,0
7.895566,0
7.180851,0
5.897951,0
6.0968003,0
5.650623,0
4.9413996,0
7.78282,0
8.444126,0
8.43672,0
7.990777,0
7.0974092,0
7.3323107,0
6.4990005,0
5.7363343,0
4.1599793,0
3.9273617,0
3.567969,0
3.7946486,0
4.1916857,0
5.7949023,0
6.5366592,0
6.945718,0
6.336725,0
5.3337903,0
3.5649853,0
2.3823826,0
1.4326104,0
1.0730927,0
1.8285897,0
2.62993,0
3.4611828,0
4.4795103,0
5.253312,0
5.579464,0
5.177623,0
4.7163525,0
4.523595,0
3.78003,0
3.4493947,0
3.8924167,0
4.365794,0
4.805562,0
5.5972304,0
3.0781517,0
3.4747167,0
4.6671257,0
5.1782827,0
6.276431,0
6.1265945,0
6.1496153,0
5.671036,0
6.1048193,0
6.1745877,0
6.103566,0
5.800618,0
5.2210283,0
5.093812,0
4.8574605,0
4.38873,0
4.2785387,0
4.3359194,0
3.5850422,0
3.9550183,0
4.3402705,0
4.6161838,0
4.679684,0
4.9910555,0
4.389702,0
4.8194222,0
4.9711313,0
5.3879557,0
5.944043,0
6.042211,0
5.582616,0
5.5732822,0
5.533871,0
5.0876193,0
5.2305627,0
5.365185,0
5.0789933,0
6.3330493,0
6.5448265,0
6.650796,0
6.8169565,0
6.683488,0
6.515213,0
6.008836,0
5.9097676,0
5.9399285,0
6.6985893,0
6.6976867,0
7.110798,0
7.4280562,0
7.8654137,0
8.3975525,0
8.648531,0
8.953037,0
8.018072,0
7.2375975,0
5.847131,0
5.6977925,0
5.2992096,0
5.3125525,0
5.9147024,0
6.7581663,0
6.704919,0
6.5138397,0
7.49067,0
7.961882,0
7.638256,0
7.8015738,0
8.243813,0
6.733716,0
5.0166025,0
4.4699874,0
4.1193404,0
2.7856557,0
7.1166735,0
6.798654,0
6.222167,0
5.688681,0
4.9287615,0
5.4938817,0
5.119268,0
5.492485,0
5.865692,0
6.2071824,0
6.2105074,0
6.022481,0
6.3511777,0
5.7678823,0
5.198792,0
5.55109,0
5.381425,0
4.7195053,0
4.4872375,0
4.8004923,0
5.0402446,0
5.930426,0
6.427634,0
7.3300834,0
7.482793,0
6.4983397,0
5.779437,0
5.0482426,0
4.142825,0
4.1814275,0
4.5879335,0
4.7188654,0
5.0683165,0
5.8917255,0
6.9662194,0
8.2248335,0
9.946655,0
6.9540377,0
6.3704176,0
6.45428,0
5.4015956,0
5.628787,0
5.588483,0
6.5533395,0
7.086342,0
7.3981223,0
6.8452888,0
5.693688,0
4.791648,0
5.222497,0
5.8425126,0
5.708108,0
6.6853905,0
6.724768,0
6.154439,0
5.076288,0
5.3469367,0
4.5783854,0
4.833331,0
4.6644998,0
5.6839933,0
5.4713874,0
5.5904036,0
5.6984315,0
5.7799397,0
4.83086,0
4.404443,0
4.337771,0
4.192231,0
5.127767,0
6.0578775,0
6.9370775,0
7.193728,0
7.549428,0
5.969241,0
6.26776,0
7.127191,0
6.4277697,0
6.755365,0
6.4229536,0
6.21532,0
6.5958176,0
7.1669283,0
6.9687376,0
8.05457,0
9.077777,0
9.048051,0
8.415353,0
9.197771,0
9.187135,0
8.92762,0
8.889292,0
8.127653,0
8.116675,0
6.90951,0
6.8746123,0
5.6246896,0
7.526885,0
7.8119545,0
7.991572,0
7.3266106,0
7.8228087,0
5.908475,0
5.032069,0
5.100161,0
5.14276,0
5.41131,0
5.758378,0
5.3386817,0
5.702443,0
5.7944646,0
7.434068,1
8.549856,1
8.998191,1
9.391885,1
9.728649,1
9.68261,1
9.285327,1
9.774698,1
9.469846,1
8.863437,1
8.081432,1
7.842022,1
6.410247,1
6.212478,1
6.8273454,1
6.9291854,1
6.7644677,1
6.316304,1
6.106733,1
5.6395907,1
5.8380413,1
5.213787,1
5.230462,1
5.6459785,1
5.6474047,1
4.6156435,1
4.907029,1
5.0329313,1
6.276255,1
5.8202677,1
6.2226334,1
6.684053,1
7.25679,1
9.286215,1
10.6945095,1
10.834191,1
9.937366,1
10.007634,1
8.122271,1
7.136632,1
6.0718684,1
6.9950294,1
7.1567955,1
7.1928835,1
6.699178,1
7.2990165,1
6.732165,1
6.096185,1
5.8674293,1
6.1492257,1
5.9295897,1
5.5747705,1
5.7242856,1
6.066554,1
5.876719,1
6.1042943,1
6.879865,1
6.97436,1
6.2290044,1
6.456977,1
6.0554156,1
5.2678947,1
4.355444,1
4.5474963,1
3.6927269,1
6.651184,1
5.8966856,1
6.550083,1
5.0057096,1
4.7085824,1
6.01773,1
5.910018,1
5.6257596,1
6.020997,1
5.7299585,1
6.0324826,1
6.309922,1
6.587022,1
7.277498,1
7.4623575,1
6.094555,1
6.296459,1
6.169367,1
5.8336477,1
5.5664577,1
5.707668,1
7.2568336,1
6.3825665,1
6.37294,1
5.9427433,1
5.2115126,1
5.6010695,1
5.999671,1
6.132241,1
5.6471004,1
6.0358486,1
5.1112204,1
4.383647,1
4.2174582,1
3.951633,1
3.386758,1
3.6335912,1
4.180949,1
4.4591556,1
4.8701453,1
5.697009,1
5.6959486,1
5.750348,1
5.503804,1
5.1885977,1
5.064207,1
4.854284,1
4.6978393,1
4.4125056,1
5.2025266,1
5.5017014,1
5.7477217,1
4.936124,1
5.2803283,1
4.4658356,1
5.318896,1
5.060144,1
4.8292537,1
4.825151,1
5.1394367,1
5.6935196,1
5.588535,1
6.0002227,1
5.774888,1
5.3991737,1
6.1718445,1
6.4938226,1
6.051976,1
5.678572,1
5.58169,1
4.8757606,1
4.532093,1
3.937645,1
3.8972383,1
3.9889984,1
4.813073,1
5.296102,1
5.2967043,1
5.2736406,1
5.6471596,1
5.3933244,1
5.2019496,1
5.839579,1
6.137904,1
6.138692,1
6.166773,1
5.916026,1
5.740939,1
5.6259146,1
6.062498,1
6.37477,1
7.103718,1
7.3525124,1
7.8332014,1
6.739728,1
6.5844927,1
5.657468,1
4.5292463,1
3.7265372,1
3.1560733,1
2.9434738,1
3.3140435,1
6.552282,1
4.9827313,1
6.0014343,1
5.9913416,1
5.796968,1
5.794942,1
6.743451,1
6.266508,1
5.319508,1
5.0734057,1
4.830202,1
4.476029,1
4.3988495,1
4.2137513,1
4.46543,1
4.513005,1
4.339057,1
4.12043,1
7.932605,1
8.281989,1
8.723497,1
8.856216,1
8.044769,1
7.5273476,1
7.155982,1
6.199127,1
5.499978,1
5.3549566,1
4.7604322,1
3.9980798,1
4.2744164,1
4.8848248,1
5.028178,1
5.224262,1
5.208325,1
5.1673193,1
4.510791,1
4.2948465,1
4.789439,1
4.5194597,1
4.6853194,1
4.6949587,1
4.893278,1
4.363536,1
4.16573,1
4.0485735,1
4.097104,1
7.657744,1
7.458519,1
6.133788,1
5.7664523,1
5.102788,1
5.1721945,1
5.1715746,1
5.4726586,1
5.5904617,1
5.01885,1
3.8311477,1
3.6795895,1
