Entropy,Success
4.440059,0
8.916506,0
5.118374,0
4.7143145,0
9.048843,0
8.240867,0
7.7436314,0
5.233354,0
5.411765,0
7.475879,0
8.649999,0
6.5985007,0
5.511626,0
6.587853,0
4.515246,0
7.8902044,0
6.299993,0
9.509457,0
10.393567,0
7.6157737,0
9.504271,0
9.008026,0
8.047044,0
4.1133933,0
8.776622,0
9.472557,0
10.8279705,0
7.709119,0
9.090692,0
7.8890367,0
9.663123,0
10.143343,0
11.59543,0
7.466766,0
5.51751,0
7.9772906,0
4.7810187,0
4.92964,0
8.154965,0
8.67079,0
7.157636,0
4.5075874,0
5.380982,0
7.0289,0
5.049302,0
7.347968,0
8.640045,0
7.8597527,0
8.345582,0
7.603146,0
8.512621,0
7.2756357,0
7.736386,0
7.416613,0
9.373826,0
12.088393,0
9.364752,0
9.213821,0
9.19139,0
9.902386,0
6.8250384,0
10.443335,0
10.186343,0
11.753403,0
5.0000563,0
8.517796,0
4.4098053,0
5.5373898,0
6.3921537,0
6.7030206,0
5.9527383,0
11.419207,0
10.49908,0
6.387559,0
7.3922973,0
5.1687,0
10.213268,0
8.185451,0
6.880572,0
7.2981563,0
9.436167,0
8.521898,0
9.001062,0
6.701038,0
9.623592,0
8.549078,0
6.5087886,0
4.0000715,0
1.630438,0
4.0648026,0
5.078812,0
8.831102,0
4.9307895,0
5.275075,0
3.9921572,0
5.7279143,0
7.587306,0
7.369597,0
9.642875,0
6.059791,0
8.595501,0
7.6328387,0
5.8939037,0
7.6282725,0
8.825688,0
7.4344296,0
4.3552465,0
10.045899,0
4.8005238,0
4.8854566,0
7.7693067,0
6.089065,0
5.800046,0
6.362262,0
5.370466,0
7.5327463,0
9.268098,0
7.6803946,0
6.5513186,0
3.507399,0
7.7850294,0
5.4697633,0
4.5392604,0
8.972929,0
6.5657907,0
6.322833,0
6.6813593,0
5.7699494,0
5.308929,0
2.994023,0
3.7542171,0
4.464319,0
5.487309,0
7.051047,0
4.6729407,0
7.1706476,0
5.43625,0
7.168662,0
6.097873,0
5.6315637,0
11.665615,0
8.891031,0
10.422865,0
5.5371776,0
12.677768,0
7.8578672,0
9.44737,0
5.8346705,0
8.350268,0
9.832495,0
4.440966,0
3.7741425,0
4.391078,0
6.137765,0
5.7227187,0
5.6408877,0
5.7562356,0
8.570007,0
10.116315,0
7.494975,0
9.03949,0
10.064816,0
5.3716044,0
4.7374425,0
7.1581244,0
5.4065924,0
9.182257,0
5.405579,0
7.135548,0
5.143942,0
11.870716,0
5.4923444,0
6.244046,0
9.756058,0
2.7890296,0
6.491645,0
3.4549942,0
7.2788143,0
7.1901975,0
4.8135676,0
6.5876718,0
6.5815673,0
6.145104,0
7.060793,0
7.180946,0
7.210453,0
8.555205,0
5.7149415,0
7.0077724,0
6.8452716,0
6.8419333,0
6.6793017,0
5.036915,0
7.2017403,0
8.717871,0
8.335902,0
9.542638,0
8.101435,0
5.543646,0
8.054287,0
4.475154,0
4.393746,0
7.5963693,0
6.8479137,0
4.208913,0
6.189688,0
7.617532,0
3.7586832,0
8.22949,0
8.203964,0
7.5265937,1
7.1760693,1
5.5615277,1
5.3777857,1
5.200962,1
6.895614,1
4.53554,1
4.8877788,1
5.2554326,1
5.1852074,1
4.1818333,1
4.3638763,1
9.444792,1
4.040481,1
5.4371285,1
5.8159633,1
3.2098813,1
7.931451,1
3.9643717,1
4.8503423,1
5.0501685,1
7.0470333,1
5.013332,1
4.478302,1
3.4430013,1
4.1056623,1
3.9096458,1
9.42617,0
10.700388,0
8.708438,0
5.28405,0
8.93224,0
3.916584,0
8.256274,0
6.720081,0
7.325163,0
9.998755,0
8.606895,0
4.035781,0
8.879683,0
5.2299314,0
10.938927,0
5.370629,0
5.7670107,0
4.0820084,0
3.7848034,0
5.150236,0
4.04989,0
5.8684993,0
3.722563,0
3.7227724,0
4.098108,0
4.16296,0
4.931723,0
6.158338,0
6.9123483,0
5.6591063,0
4.982484,0
4.9910755,0
5.631632,0
11.094545,0
7.6171513,0
8.198632,0
10.505835,0
9.650144,0
8.1024275,0
11.800155,0
10.526881,0
6.227959,0
10.506699,0
8.858259,0
4.501938,0
7.2647543,0
7.7753673,0
3.512239,0
4.9624343,0
8.286767,0
7.9645934,0
7.182016,0
4.7425537,0
10.277646,0
9.648635,0
12.216169,0
8.452766,0
10.3893795,0
10.167232,0
10.010653,0
7.1315184,0
11.299388,0
9.777751,0
7.1727986,0
6.1324196,0
6.714809,0
4.789416,0
3.4947412,0
6.8953567,0
3.1347952,0
5.610208,0
7.332745,0
6.890381,0
3.6556537,0
7.978816,0
6.8755107,0
7.723421,0
7.8547363,0
5.5678744,0
2.6038704,0
7.535967,0
4.860541,0
6.294882,0
5.274443,0
4.773446,0
6.2477636,0
8.3289795,0
6.4288254,0
3.7240927,0
6.2668133,0
8.267892,0
7.428939,0
9.419532,0
8.914716,0
7.4982433,0
9.305962,0
10.7753315,0
8.009433,0
5.8113446,0
6.5345535,0
6.8838563,0
10.291543,0
5.8879333,0
8.458581,0
5.2338343,0
5.1382627,0
4.606144,0
7.311003,0
2.5490854,0
6.6393733,0
5.302252,0
6.494102,0
5.490508,0
3.8537068,0
4.712709,0
4.6694126,0
6.7333474,0
3.507891,0
4.2642813,0
4.834666,0
4.480992,0
5.6604924,0
5.6148987,0
7.6980066,0
4.940283,0
10.54522,0
6.865126,0
7.2916102,0
8.434782,0
8.6499605,0
6.9363823,0
7.7701845,0
9.985867,0
8.687507,0
10.1754465,0
5.7067485,0
7.638396,0
6.9970636,0
10.239532,0
5.6596994,0
3.604963,0
8.404371,0
8.801368,0
8.800022,0
4.117165,0
6.5297585,0
9.565072,0
4.8500724,0
6.303672,0
5.154989,0
4.5403357,0
6.2693477,0
9.98105,0
6.647196,0
4.5069876,0
6.2990575,0
5.0657578,0
6.5052676,0
5.5625534,0
6.485668,0
5.61989,0
3.8981602,0
8.270716,0
9.680499,0
5.346404,0
3.91774,0
7.420671,0
5.9380116,0
6.7233753,0
6.7721243,0
8.7189665,0
10.538724,0
9.626972,0
12.866991,0
8.214761,0
9.837204,0
7.894185,0
4.37911,0
4.0153375,0
4.781059,0
7.4713993,0
5.0143595,0
5.3805585,0
1.0775262,0
5.407763,0
6.769732,0
6.748349,0
8.388738,0
5.769992,0
6.8413796,0
9.88241,0
6.4382644,0
8.395826,0
9.077498,0
5.306843,0
5.7638793,0
3.513722,0
5.4655657,0
8.383919,0
7.5490713,0
3.385084,0
4.758557,0
4.9472203,0
4.1165147,0
4.321452,0
6.592282,0
2.444359,0
1.1443002,0
1.1723597,0
4.032602,0
6.7003016,0
7.5544457,0
6.256837,0
7.9876785,0
7.8084908,0
5.540588,0
5.769,0
5.5105824,0
3.399983,0
9.66305,0
7.8295817,0
8.746654,0
5.541846,0
11.056235,0
5.844176,0
9.076855,0
8.787957,0
5.2376018,0
6.9254103,0
7.499096,0
9.469899,0
9.247343,0
6.4527364,0
4.8788896,0
6.731329,0
9.280953,0
6.390278,0
10.070088,0
8.676768,0
6.10987,0
8.2308235,0
2.8167021,0
3.6555924,0
9.671013,0
3.8789842,0
4.684705,0
6.067937,0
7.496968,0
12.434374,0
9.145867,0
3.7689548,0
9.374467,0
7.459938,0
10.204659,0
4.6790295,0
4.9434586,0
5.20792,0
3.6466017,0
2.3228867,0
3.5159414,0
3.146495,0
6.341319,0
5.6317873,0
10.338968,0
7.224727,0
5.191787,0
3.2963574,0
0.6171121,0
1.4949443,0
1.3117126,0
0.44292554,0
1.4987688,0
4.3945975,0
5.5016456,0
5.467977,0
5.5345607,0
5.367778,0
6.0253596,0
3.492438,0
3.1616273,0
4.5707707,0
1.6499554,0
4.3721805,0
5.70755,0
5.5285153,0
6.7696066,0
5.6083,0
3.6442347,0
2.965269,0
2.1113293,0
0.7163356,0
5.9535904,0
5.6270585,0
8.927316,0
4.667115,0
6.2070765,0
5.204407,0
5.7421618,0
6.5344195,0
6.836034,0
6.5559144,0
4.849302,0
4.227422,0
3.6364696,0
6.1999536,0
5.374155,0
2.5056505,0
3.676465,0
3.923372,0
2.4455674,0
7.224036,0
4.4319134,0
5.0560308,0
4.2408733,0
4.0024247,0
4.217268,0
6.580514,0
5.814576,0
6.3249965,0
6.7828608,0
4.708107,0
4.28254,0
5.767908,0
6.1279397,0
4.551604,0
5.4228225,0
4.9556494,0
4.3369513,0
7.0333614,0
7.120102,0
6.7039847,0
4.9742904,0
5.833508,0
8.092248,0
7.6499496,0
7.534783,0
4.3069487,0
4.9921393,0
5.560359,0
7.1546082,0
7.685588,0
8.100255,0
4.987624,0
7.6259117,0
8.740904,0
9.872374,0
10.76095,0
6.242519,0
9.148442,0
4.0660796,0
5.969997,0
3.8086147,0
5.495828,0
7.155529,0
4.132792,0
8.980748,0
8.025938,0
5.229587,0
6.200132,0
9.016942,0
11.336809,0
6.4078097,0
6.0461764,0
8.411322,0
1.4664594,0
2.7512472,0
3.674733,0
4.292942,0
1.7428974,0
7.988808,0
6.8963804,0
10.024156,0
8.741833,0
1.9321882,0
6.3987126,0
4.0139494,0
7.356723,0
4.942235,0
4.757787,0
4.5256433,0
5.8800344,0
9.222762,0
6.6496844,0
4.7744102,0
3.5855117,0
7.52352,0
6.3062835,0
3.8042333,0
6.5359,0
2.7371879,0
4.213923,0
5.1449437,0
5.370506,0
7.7346625,0
7.1880946,0
6.699962,0
9.657193,0
6.134054,0
2.812397,0
3.593581,0
3.0439873,0
5.1301055,0
6.3270664,0
4.844926,0
4.2482405,0
4.791245,0
9.24715,0
11.699535,0
11.137996,0
12.8573475,0
7.5088744,0
2.8055553,0
7.9472275,0
7.013677,0
9.49485,0
4.5907774,0
3.224867,0
2.6838078,0
8.149633,0
9.293327,0
9.415063,0
5.8898754,0
4.2427115,0
5.3854666,0
3.5353227,0
4.904861,0
8.044122,0
7.3427877,0
4.713444,0
8.421738,0
5.10175,0
5.192474,0
1.9520363,0
6.0666857,0
4.5789785,0
6.3764806,0
4.3483186,0
7.0495033,0
5.0036573,0
5.174057,0
6.9166226,0
4.7558575,0
2.304106,0
2.8715708,0
4.840698,0
6.188922,0
9.433541,0
6.954656,0
7.267568,0
6.1239524,0
7.9674206,0
4.2853107,0
3.5865388,0
10.888959,0
3.899858,0
7.185538,0
5.7779036,0
7.8836994,0
7.391847,0
5.537838,0
5.5234823,0
4.7397323,0
9.786189,0
10.2474,0
4.5468855,0
10.952645,0
9.855765,0
9.637557,0
7.0839076,0
8.458979,0
10.899463,0
8.558195,0
9.445916,0
3.2757127,0
8.404096,0
4.863627,0
8.383709,0
3.1963027,0
12.786691,0
9.829446,0
5.761712,0
5.0589023,0
5.677293,0
3.2150183,0
5.4474206,0
6.1021714,0
5.271896,0
7.020044,0
4.9503574,0
3.3489392,0
7.9209785,0
5.7320037,0
4.9060397,1
8.996066,1
7.5917563,1
6.6882186,1
8.988261,1
10.48498,1
11.2377405,1
9.560223,1
8.372045,1
8.758059,1
8.498574,1
13.684591,1
8.035955,1
5.340002,1
4.8480363,1
7.3015237,1
6.52572,1
7.047109,1
8.414337,1
5.357239,1
6.477931,1
4.2849035,1
5.999252,1
6.078628,1
6.349491,1
3.35666,1
4.36828,1
8.076834,1
6.085759,1
1.1906854,1
4.813587,1
4.9977922,1
8.302864,1
6.7986503,1
6.7922735,1
4.904185,1
4.5833035,1
6.0229273,1
8.810478,1
9.099372,1
7.7678685,1
14.730429,1
13.064399,1
9.508889,1
4.615245,1
8.119208,1
5.303612,1
8.136204,1
4.1850734,1
9.23105,1
8.928039,1
5.4840517,1
5.66768,1
7.1842666,1
6.396789,1
5.7481375,1
4.3402743,1
7.0766597,1
6.0860887,1
4.622692,1
6.4957123,1
6.0516176,1
6.1274843,1
7.223966,1
8.5005455,1
6.9681845,1
2.3248422,1
7.267349,1
5.2161574,1
4.562941,1
2.4059315,1
3.2851026,1
2.9935012,1
7.321892,1
4.6488557,1
9.74005,1
8.1319,1
3.413223,1
3.5494006,1
7.915841,1
2.0181825,1
6.6462655,1
9.9589615,1
3.0108387,1
6.4945493,1
3.9943702,1
5.1910725,1
11.471582,1
4.3980365,1
7.880047,1
7.446752,1
6.1153684,1
4.6325707,1
5.4075594,1
7.2445855,1
5.768157,1
4.779417,1
5.338619,1
8.434774,1
4.8198805,1
9.421923,1
7.1152344,1
6.492355,1
4.063441,1
4.771747,1
7.2709394,1
3.459082,1
8.44014,1
6.0564456,1
5.4345956,1
4.8452396,1
5.402822,1
3.816997,1
2.4185786,1
4.6036534,1
3.516115,1
2.578446,1
5.051163,1
5.1553707,1
5.9946837,1
5.571063,1
6.7127643,1
5.0458593,1
5.4273696,1
4.761967,1
3.99503,1
6.0908103,1
3.996243,1
4.6451464,1
3.3352988,1
7.945133,1
7.5866847,1
5.2263465,1
0.58715564,1
5.0563207,1
3.8726711,1
6.1206117,1
5.845113,1
8.011173,1
4.491671,1
2.1259105,1
4.8268538,1
4.6906605,1
7.9906588,1
6.0631013,1
4.896325,1
4.3019276,1
6.749101,1
6.863983,1
4.1845326,1
8.759679,1
5.911814,1
4.539874,1
4.9969587,1
3.7001204,1
5.2300367,1
4.193474,1
1.5676353,1
4.7949243,1
4.1589217,1
3.9269881,1
4.939725,1
4.268112,1
4.959246,1
5.9712963,1
6.3421307,1
4.942736,1
4.1527944,1
6.8268414,1
4.7021203,1
5.385256,1
8.130885,1
5.6444216,1
6.830778,1
4.842523,1
4.131524,1
7.255452,1
5.0692945,1
9.013697,1
6.403884,1
7.7762604,1
8.499428,1
7.4727387,1
3.5463285,1
5.627709,1
3.1411357,1
2.8583198,1
3.4591918,1
0.6940097,1
4.564713,1
4.993983,1
11.374476,1
2.2999206,1
8.425231,1
5.243278,1
5.4185033,1
3.5267243,1
7.393437,1
8.374767,1
4.271409,1
5.4083724,1
8.269271,1
5.008722,1
3.6397665,1
3.0408978,1
4.192354,1
6.498404,1
4.622825,1
2.7142746,1
4.2992897,1
4.4302316,1
5.6286616,1
3.5296912,1
8.731657,1
6.656376,1
6.755466,1
9.209364,1
8.31016,1
10.478581,1
8.863913,1
7.4190683,1
5.152124,1
5.723052,1
8.621753,1
4.0796385,1
3.92332,1
4.4270186,1
2.7504299,1
4.8099904,1
5.4613233,1
6.9753623,1
5.1437845,1
3.7308512,1
4.7303033,1
6.745083,1
5.21357,1
3.0514343,1
6.6346874,1
4.1918216,1
3.4624422,1
4.1338487,1
5.5243974,1
5.2847896,1
5.0211205,1
3.5106368,1
5.125447,1
2.8756847,1
4.295761,1
4.435339,1
3.7532904,1
5.207839,1
10.127486,1
6.0581703,1
9.158097,1
7.737126,1
4.2117147,1
3.5038314,1
4.2214932,1
5.839775,1
8.08416,1
4.208615,1
5.0092506,1
4.8105083,1
2.9817154,1
2.1456487,1
3.4508243,1
